,AAPL,MSFT,NVDA,JNJ,UNH,JPM,GS,PG,KO,XOM,CAT,HON,VZ,PLD,LIN
2015-01-31,0.1272,0.0814,0.0628,0.2500,0.2500,0.0000,0.0000,0.0409,0.0000,0.0000,0.0000,0.1877,0.0000,0.0000,0.0000
2015-02-28,0.1378,0.0944,0.1127,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1551,0.0000,0.0000,0.0000
2015-03-31,0.1348,0.0540,0.0874,0.2370,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2368,0.0000,0.0000,0.0000
2015-04-30,0.1258,0.1773,0.1213,0.2072,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1184,0.0000,0.0000,0.0000
2015-05-31,0.1371,0.1349,0.1029,0.2049,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1702,0.0000,0.0000,0.0000
2015-06-30,0.1411,0.1203,0.0544,0.1820,0.2500,0.0285,0.0094,0.0000,0.0000,0.0000,0.0000,0.2144,0.0000,0.0000,0.0000
2015-07-31,0.1024,0.1560,0.0309,0.2012,0.2500,0.0270,0.0000,0.0000,0.0000,0.0000,0.0000,0.2325,0.0000,0.0000,0.0000
2015-08-31,0.0625,0.1312,0.1648,0.1531,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2383,0.0000,0.0000,0.0000
2015-09-30,0.0465,0.1572,0.2500,0.2163,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0801,0.0000,0.0000,0.0000
2015-10-31,0.0380,0.1971,0.2500,0.2116,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0533,0.0000,0.0000,0.0000
2015-11-30,0.0202,0.2215,0.2500,0.2081,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0502,0.0000,0.0000,0.0000
2015-12-31,0.0000,0.2327,0.2500,0.2473,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000
2016-01-31,0.0083,0.2500,0.2500,0.2417,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2016-02-29,0.0587,0.1939,0.2500,0.2474,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2016-03-31,0.1514,0.2182,0.2500,0.1304,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2016-04-30,0.0951,0.0293,0.2500,0.1580,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2176,0.0000,0.0000,0.0000
2016-05-31,0.1296,0.0479,0.2500,0.2500,0.2500,0.0000,0.0000,0.0000,0.0137,0.0000,0.0000,0.0588,0.0000,0.0000,0.0000
2016-06-30,0.1581,0.0000,0.2500,0.2500,0.2500,0.0000,0.0000,0.0000,0.0497,0.0000,0.0000,0.0000,0.0402,0.0020,0.0000
2016-07-31,0.0899,0.1329,0.2500,0.1973,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0799,0.0000
2016-08-31,0.0354,0.0934,0.2500,0.2100,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1612,0.0000
2016-09-30,0.1004,0.1047,0.2500,0.2356,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0593,0.0000
2016-10-31,0.0801,0.1558,0.2500,0.2031,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0610,0.0000
2016-11-30,0.0398,0.1281,0.2500,0.1583,0.2500,0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1634,0.0000
2016-12-31,0.0239,0.1025,0.2500,0.1881,0.2500,0.0162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0271,0.1422,0.0000
2017-01-31,0.1309,0.1100,0.2500,0.2065,0.2500,0.0000,0.0000,0.0006,0.0520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-02-28,0.1651,0.0467,0.2500,0.2500,0.2500,0.0381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-03-31,0.2206,0.0420,0.2500,0.2200,0.2500,0.0000,0.0000,0.0000,0.0165,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000
2017-04-30,0.1446,0.1120,0.2500,0.1261,0.2500,0.0432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000,0.0710,0.0000
2017-05-31,0.1084,0.0856,0.2500,0.1772,0.2500,0.0000,0.0000,0.0000,0.0710,0.0000,0.0000,0.0127,0.0000,0.0451,0.0000
2017-06-30,0.0408,0.0470,0.2500,0.1932,0.2500,0.0607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0191,0.0000,0.1392,0.0000
2017-07-31,0.0000,0.0310,0.2500,0.1945,0.2500,0.0166,0.0000,0.0000,0.1289,0.0000,0.0000,0.0180,0.0000,0.1111,0.0000
2017-08-31,0.0430,0.0188,0.2500,0.2008,0.2500,0.0000,0.0000,0.0000,0.0064,0.0000,0.0000,0.0349,0.0000,0.1961,0.0000
2017-09-30,0.0000,0.0000,0.2500,0.0878,0.2500,0.0271,0.0000,0.0000,0.0000,0.0000,0.0000,0.1351,0.0000,0.2500,0.0000
2017-10-31,0.0000,0.0564,0.2500,0.1623,0.2500,0.0482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0731,0.0000,0.1600,0.0000
2017-11-30,0.0000,0.0202,0.2500,0.1192,0.2500,0.0712,0.0000,0.0000,0.0000,0.0000,0.0000,0.1409,0.0000,0.1484,0.0000
2017-12-31,0.0000,0.0326,0.2500,0.2028,0.2500,0.0181,0.0000,0.0000,0.0000,0.0000,0.1230,0.0334,0.0074,0.0827,0.0000
2018-01-31,0.0000,0.1623,0.2500,0.0900,0.2500,0.1150,0.0000,0.0000,0.0000,0.0000,0.1327,0.0000,0.0000,0.0000,0.0000
2018-02-28,0.0000,0.2084,0.2500,0.0102,0.2500,0.1238,0.0000,0.0000,0.0000,0.0000,0.1461,0.0000,0.0000,0.0115,0.0000
2018-03-31,0.0000,0.2500,0.2500,0.0000,0.2500,0.0814,0.0000,0.0000,0.0000,0.0000,0.1258,0.0000,0.0000,0.0428,0.0000
2018-04-30,0.0000,0.0958,0.2500,0.0553,0.2500,0.0808,0.0000,0.0000,0.0000,0.0000,0.0763,0.0000,0.0000,0.1917,0.0000
2018-05-31,0.0000,0.1909,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.1130,0.0000,0.0000,0.1961,0.0000
2018-06-30,0.0000,0.2397,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0103,0.0000,0.0000,0.2500,0.0000
2018-07-31,0.0000,0.1998,0.2500,0.0688,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000,0.1514,0.0000
2018-08-31,0.0346,0.2175,0.2500,0.0975,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0095,0.0000,0.0000,0.1408,0.0000
2018-09-30,0.0073,0.1648,0.2500,0.0906,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.1155,0.0253,0.0000,0.0965,0.0000
2018-10-31,0.0590,0.0774,0.2500,0.1388,0.2500,0.0421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0847,0.0979,0.0000
2018-11-30,0.0000,0.0977,0.1775,0.1315,0.2500,0.0000,0.0000,0.0310,0.0000,0.0000,0.0616,0.0000,0.1582,0.0925,0.0000
2018-12-31,0.0000,0.0793,0.2130,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.1182,0.0000,0.1972,0.0262,0.1161
2019-01-31,0.0000,0.0038,0.1771,0.0000,0.2500,0.1351,0.0000,0.0189,0.0000,0.0000,0.0776,0.0000,0.0000,0.2500,0.0875
2019-02-28,0.0000,0.1299,0.1521,0.0000,0.2500,0.1624,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000,0.0000,0.2500,0.0514
2019-03-31,0.0000,0.1702,0.1786,0.0000,0.2500,0.1424,0.0000,0.0252,0.0000,0.0000,0.0000,0.0000,0.0000,0.2336,0.0000
2019-04-30,0.0494,0.2500,0.1239,0.0000,0.0839,0.1972,0.0000,0.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.1950,0.0000
2019-05-31,0.0000,0.2500,0.0575,0.0000,0.2213,0.1289,0.0000,0.0848,0.0000,0.0000,0.0000,0.0000,0.0000,0.1656,0.0920
2019-06-30,0.0438,0.2500,0.0467,0.0000,0.0654,0.2232,0.0000,0.0847,0.0000,0.0000,0.0000,0.0000,0.0000,0.1694,0.1167
2019-07-31,0.0758,0.2500,0.0220,0.0000,0.0949,0.2500,0.0000,0.2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0761,0.0286
2019-08-31,0.0695,0.2500,0.0166,0.0000,0.1167,0.1723,0.0000,0.1889,0.0071,0.0000,0.0000,0.0000,0.0000,0.1622,0.0167
2019-09-30,0.0614,0.2500,0.0000,0.0000,0.0065,0.2500,0.0000,0.2041,0.0262,0.0000,0.0000,0.0000,0.0000,0.1580,0.0438
2019-10-31,0.0837,0.2500,0.0000,0.0000,0.0915,0.1929,0.0000,0.1630,0.0000,0.0000,0.0000,0.0000,0.0000,0.1952,0.0237
2019-11-30,0.1542,0.2500,0.0000,0.0000,0.0771,0.0754,0.0000,0.1880,0.0000,0.0000,0.0000,0.0000,0.0000,0.2270,0.0282
