,AAPL,MSFT,NVDA,JNJ,UNH,JPM,GS,PG,KO,XOM,CAT,HON,VZ,PLD,LIN
2016-10-31,0.0197,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2303,0.2500,0.0000,0.2500,0.0000,0.0000
2016-11-30,0.0000,0.0000,0.2500,0.2419,0.0192,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.2389,0.0000,0.0000
2016-12-31,0.0000,0.0000,0.2500,0.0000,0.0545,0.0000,0.1955,0.2500,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000
2017-01-31,0.0000,0.0000,0.1903,0.0000,0.0000,0.0174,0.2500,0.0000,0.0000,0.0422,0.0000,0.0000,0.2500,0.2500,0.0000
2017-02-28,0.2500,0.0000,0.2500,0.1344,0.0000,0.0000,0.0929,0.1368,0.0611,0.0000,0.0021,0.0000,0.0727,0.0000,0.0000
2017-03-31,0.0000,0.0000,0.0476,0.0000,0.2500,0.0000,0.0000,0.0000,0.2024,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000
2017-04-30,0.0923,0.0000,0.2500,0.1385,0.0000,0.0000,0.0000,0.1832,0.0860,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000
2017-05-31,0.0000,0.0000,0.2500,0.0000,0.0000,0.2500,0.2500,0.0000,0.2057,0.0000,0.0000,0.0000,0.0000,0.0443,0.0000
2017-06-30,0.0000,0.0535,0.2500,0.0000,0.0448,0.0000,0.0000,0.1245,0.2500,0.0000,0.0272,0.0000,0.2500,0.0000,0.0000
2017-07-31,0.0316,0.0268,0.2500,0.0729,0.1187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500
2017-08-31,0.0000,0.0000,0.2500,0.0000,0.0658,0.1106,0.0000,0.1804,0.0000,0.1432,0.0000,0.0000,0.2500,0.0000,0.0000
2017-09-30,0.1359,0.0893,0.2500,0.1481,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.1267,0.0000,0.0000,0.0000,0.0000
2017-10-31,0.0000,0.0000,0.1229,0.0000,0.1984,0.0000,0.0000,0.2500,0.0000,0.0000,0.1984,0.0000,0.2304,0.0000,0.0000
2017-11-30,0.0000,0.0000,0.2500,0.0503,0.1182,0.0000,0.0000,0.0000,0.2373,0.0000,0.1932,0.0000,0.0000,0.0000,0.1509
2017-12-31,0.0000,0.0750,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0027,0.0000,0.2018,0.0000,0.0266,0.0000,0.1939
2018-01-31,0.2500,0.0000,0.1460,0.0061,0.0979,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-02-28,0.0000,0.0000,0.2500,0.0000,0.0000,0.0063,0.0000,0.2500,0.0000,0.0000,0.2500,0.0000,0.0254,0.2183,0.0000
2018-03-31,0.0000,0.0000,0.2500,0.0000,0.0105,0.0000,0.0000,0.2395,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000
2018-04-30,0.0000,0.2500,0.1780,0.0389,0.0000,0.0000,0.0000,0.2500,0.0000,0.0331,0.2500,0.0000,0.0000,0.0000,0.0000
2018-05-31,0.0000,0.0000,0.0724,0.0000,0.1520,0.0000,0.2500,0.2500,0.0000,0.0603,0.0000,0.0000,0.1845,0.0308,0.0000
2018-06-30,0.0000,0.0079,0.1865,0.1015,0.2361,0.0000,0.2243,0.0000,0.0774,0.0000,0.1663,0.0000,0.0000,0.0000,0.0000
2018-07-31,0.2500,0.0000,0.0381,0.0000,0.2500,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.2119,0.0000,0.0000
2018-08-31,0.0000,0.0000,0.0000,0.1163,0.0614,0.0000,0.0000,0.1935,0.2500,0.0000,0.2398,0.0000,0.1390,0.0000,0.0000
2018-09-30,0.0017,0.0000,0.0000,0.1132,0.0487,0.1553,0.0205,0.2500,0.1712,0.0000,0.0000,0.0000,0.2393,0.0000,0.0000
2018-10-31,0.0000,0.1316,0.0001,0.0000,0.2500,0.0000,0.0000,0.2500,0.0000,0.1183,0.0000,0.0000,0.2500,0.0000,0.0000
2018-11-30,0.0000,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500
2018-12-31,0.0000,0.0141,0.0000,0.1468,0.1701,0.0790,0.0000,0.2500,0.0643,0.0341,0.0000,0.0879,0.0000,0.1537,0.0000
2019-01-31,0.0000,0.2500,0.1020,0.0000,0.0000,0.0000,0.1807,0.0000,0.0000,0.0291,0.0542,0.1340,0.2500,0.0000,0.0000
2019-02-28,0.2500,0.0000,0.0755,0.0000,0.2500,0.0000,0.0000,0.1745,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-03-31,0.0574,0.0000,0.0000,0.0724,0.0000,0.2500,0.2500,0.0659,0.0000,0.0047,0.0000,0.0496,0.0000,0.2500,0.0000
2019-04-30,0.0000,0.0000,0.0243,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.2257,0.0000,0.2500
2019-05-31,0.1185,0.0000,0.0000,0.0856,0.0000,0.0000,0.1170,0.2500,0.0000,0.1790,0.0000,0.0791,0.1096,0.0612,0.0000
2019-06-30,0.0000,0.0000,0.1071,0.2500,0.2391,0.0000,0.0000,0.2500,0.1260,0.0000,0.0000,0.0000,0.0278,0.0000,0.0000
2019-07-31,0.0000,0.0000,0.0208,0.2500,0.0000,0.0000,0.0000,0.0000,0.0035,0.2380,0.0000,0.0000,0.2377,0.0000,0.2500
2019-08-31,0.1428,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.2500,0.0000,0.2500,0.0346,0.0000,0.0000,0.0727,0.0000
2019-09-30,0.0000,0.0000,0.0000,0.0632,0.2500,0.0000,0.1046,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.0822,0.0000
2019-10-31,0.0000,0.0000,0.1084,0.0000,0.0877,0.0208,0.0000,0.0248,0.1955,0.2500,0.0000,0.0000,0.1449,0.1678,0.0000
2019-11-30,0.1189,0.0000,0.0000,0.0000,0.2282,0.1091,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,0.0438,0.0000,0.0000
2019-12-31,0.0000,0.0896,0.0000,0.0000,0.0000,0.0213,0.0000,0.2342,0.1901,0.0000,0.0000,0.1014,0.1133,0.2500,0.0000
2020-01-31,0.0000,0.0000,0.0000,0.0000,0.0842,0.0000,0.0000,0.1305,0.0000,0.2500,0.1640,0.0000,0.2500,0.0000,0.1213
2020-02-29,0.0000,0.2500,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000
2020-03-31,0.0000,0.0000,0.0000,0.1388,0.0000,0.0000,0.0000,0.2500,0.1954,0.1342,0.0000,0.1131,0.0000,0.0113,0.1573
2020-04-30,0.0286,0.0000,0.0000,0.1762,0.0482,0.0000,0.0000,0.1190,0.2500,0.0984,0.0000,0.1080,0.0074,0.0626,0.1016
2020-05-31,0.0000,0.0000,0.1203,0.0325,0.0000,0.0706,0.0000,0.2500,0.0000,0.2500,0.1098,0.0400,0.0961,0.0306,0.0000
2020-06-30,0.1336,0.0000,0.0357,0.2402,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,0.0892,0.0013
2020-07-31,0.2500,0.0000,0.1725,0.0000,0.0000,0.0000,0.0000,0.0000,0.1401,0.0000,0.0100,0.2500,0.0000,0.0000,0.1773
2020-08-31,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000
2020-09-30,0.0000,0.0000,0.2229,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0271,0.2500,0.2500,0.0000,0.0000,0.0000
2020-10-31,0.0000,0.0000,0.0000,0.0000,0.0000,0.2024,0.0000,0.0000,0.1975,0.2500,0.1001,0.2500,0.0000,0.0000,0.0000
2020-11-30,0.0000,0.0000,0.0000,0.0000,0.2054,0.2500,0.0000,0.0000,0.0094,0.1269,0.1582,0.2500,0.0000,0.0000,0.0000
2020-12-31,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0.0000,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000
2021-01-31,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0.0000,0.0487,0.2500,0.2013,0.0000,0.0000,0.0000,0.0000
2021-02-28,0.0000,0.0000,0.0000,0.0000,0.1525,0.0000,0.0164,0.0000,0.2500,0.2500,0.1116,0.0000,0.2196,0.0000,0.0000
2021-03-31,0.2006,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.2500,0.2500,0.0000,0.0235,0.0259,0.0000
2021-04-30,0.0000,0.0000,0.2330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0.0170,0.0000,0.0000,0.2500
2021-05-31,0.1847,0.1903,0.1388,0.0000,0.0000,0.0000,0.0000,0.0553,0.0000,0.2500,0.0000,0.0000,0.1809,0.0000,0.0000
2021-06-30,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0580,0.0000,0.0000,0.2500,0.2500,0.0000,0.1920,0.0000
2021-07-31,0.0000,0.0000,0.2500,0.0000,0.0000,0.1664,0.1486,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.1850,0.0000
2021-08-31,0.0000,0.0000,0.2500,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.2500,0.0000,0.0000
2021-09-30,0.0000,0.0000,0.2500,0.0554,0.0808,0.0000,0.0000,0.0000,0.0624,0.0514,0.2500,0.0000,0.0000,0.2500,0.0000
2021-10-31,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000
2021-11-30,0.0000,0.0121,0.0527,0.2500,0.0006,0.1350,0.0000,0.0000,0.0929,0.2500,0.2067,0.0000,0.0000,0.0000,0.0000
2021-12-31,0.2500,0.0000,0.0777,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.2500,0.0214,0.0000,0.1509,0.0000,0.0000
2022-01-31,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000
2022-02-28,0.2143,0.1374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1357,0.2500,0.0000,0.0000,0.0127,0.2500
2022-03-31,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000
2022-04-30,0.0000,0.0000,0.1353,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.2500,0.1147,0.0000,0.0000,0.0000,0.2500
2022-05-31,0.0639,0.0000,0.0000,0.0000,0.1906,0.0000,0.0000,0.0744,0.1711,0.0000,0.0000,0.0000,0.2500,0.2500,0.0000
2022-06-30,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2246,0.2500,0.0000,0.0000,0.2500,0.0254
2022-07-31,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.0000,0.0000,0.2500,0.0000,0.0000
2022-08-31,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0453,0.0000,0.0000,0.2047,0.2500,0.2500,0.0000,0.0000,0.0000
2022-09-30,0.0000,0.1554,0.0000,0.0000,0.0000,0.0000,0.0610,0.0000,0.0000,0.0000,0.2500,0.1379,0.0000,0.1457,0.2500
2022-10-31,0.0000,0.2500,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0339,0.2500,0.2161,0.0000,0.0000,0.0000
2022-11-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.2500,0.0000,0.0000,0.0000,0.2500
2022-12-31,0.2500,0.0488,0.0634,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168,0.2500,0.1209
2023-01-31,0.0000,0.0000,0.2500,0.0321,0.2500,0.0000,0.0000,0.2179,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000
2023-02-28,0.0000,0.2500,0.0802,0.2500,0.0000,0.0000,0.0000,0.2500,0.0000,0.1698,0.0000,0.0000,0.0000,0.0000,0.0000
2023-03-31,0.0000,0.0000,0.1972,0.0000,0.0000,0.2500,0.2500,0.0666,0.0000,0.0000,0.2363,0.0000,0.0000,0.0000,0.0000
2023-04-30,0.0024,0.2500,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.2476,0.0000,0.0000,0.0000,0.0000
2023-05-31,0.0000,0.0000,0.0687,0.2500,0.0000,0.0000,0.0000,0.2500,0.2030,0.0936,0.1012,0.0000,0.0335,0.0000,0.0000
2023-06-30,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000
2023-07-31,0.0000,0.2500,0.1179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1321,0.2500,0.2500,0.0000,0.0000
2023-08-31,0.0000,0.0000,0.0000,0.2500,0.2500,0.2500,0.1086,0.0000,0.1414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2023-09-30,0.0000,0.1397,0.0000,0.1788,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.1028,0.0786
2023-10-31,0.0000,0.0000,0.1202,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.1298,0.2500,0.0000
2023-11-30,0.0000,0.0000,0.1437,0.0000,0.0000,0.2500,0.1905,0.0000,0.0000,0.0000,0.0345,0.1312,0.0000,0.2500,0.0000
2023-12-31,0.0000,0.0000,0.2448,0.0000,0.1099,0.0000,0.0000,0.2500,0.0000,0.1453,0.0000,0.0000,0.0000,0.2500,0.0000
2024-01-31,0.0000,0.0000,0.1547,0.0000,0.0201,0.0000,0.0031,0.1243,0.0000,0.0038,0.0168,0.0000,0.2500,0.2500,0.1771
2024-02-29,0.0074,0.0000,0.2500,0.0711,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.1715,0.0000,0.0000
2024-03-31,0.2500,0.0000,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000
2024-04-30,0.0000,0.2500,0.0685,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1143,0.0000,0.0000,0.2500,0.0672
2024-05-31,0.0000,0.2500,0.2500,0.2386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0114,0.0000,0.0000
2024-06-30,0.0000,0.0000,0.2500,0.2500,0.1190,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.1310,0.0000
2024-07-31,0.0000,0.2500,0.1851,0.1283,0.0000,0.0000,0.0000,0.1550,0.0000,0.0000,0.0000,0.2500,0.0315,0.0000,0.0000
2024-08-31,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1410,0.2500,0.2500,0.0000,0.1090
2024-09-30,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.0000,0.0000,0.0000
2024-10-31,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.1991,0.2500,0.0378,0.0000,0.0000,0.0080,0.2500,0.0051
2024-11-30,0.2500,0.2500,0.2500,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
