Date,Markowitz MVO,Random Forest,Equal Weight
2016-02-09,1.051766,0.993889,0.996690
2016-02-10,1.054793,0.992150,0.990867
2016-02-11,1.047628,0.983133,0.975198
2016-02-12,1.059750,0.995543,0.995107
2016-02-16,1.084707,1.014469,1.012176
2016-02-17,1.104230,1.026841,1.025349
2016-02-18,1.122965,1.048869,1.027886
2016-02-19,1.126844,1.050088,1.026758
2016-02-22,1.144894,1.064579,1.037654
2016-02-23,1.134174,1.055330,1.023562
2016-02-24,1.137562,1.061333,1.026409
2016-02-25,1.147973,1.072244,1.036911
2016-02-26,1.140612,1.062750,1.032980
2016-02-29,1.129516,1.056519,1.024641
2016-03-01,1.164517,1.084430,1.054468
2016-03-02,1.167138,1.091997,1.059235
2016-03-03,1.164823,1.087956,1.065087
2016-03-04,1.164501,1.088873,1.070700
2016-03-07,1.156864,1.082605,1.070768
2016-03-08,1.153159,1.079235,1.061788
2016-03-09,1.160792,1.084786,1.066012
2016-03-10,1.159267,1.080029,1.065021
2016-03-11,1.176621,1.089135,1.077033
2016-03-14,1.177754,1.088771,1.075557
2016-03-15,1.180798,1.092506,1.076492
2016-03-16,1.192560,1.103802,1.083163
2016-03-17,1.191080,1.106353,1.092807
2016-03-18,1.199744,1.110302,1.098978
2016-03-21,1.202096,1.112711,1.099545
2016-03-22,1.206471,1.112377,1.098677
2016-03-23,1.214574,1.117029,1.097142
2016-03-24,1.212081,1.118836,1.097268
2016-03-28,1.211608,1.116685,1.099060
2016-03-29,1.228223,1.131288,1.109532
2016-03-30,1.234374,1.136374,1.115448
2016-03-31,1.230105,1.132918,1.112716
2016-04-01,1.241554,1.144739,1.121722
2016-04-04,1.238510,1.138735,1.117978
2016-04-05,1.227507,1.133735,1.107922
2016-04-06,1.235877,1.138658,1.113660
2016-04-07,1.222526,1.122943,1.097603
2016-04-08,1.221601,1.126142,1.101198
2016-04-11,1.224253,1.127677,1.101943
2016-04-12,1.230908,1.135838,1.111134
2016-04-13,1.246079,1.153494,1.125488
2016-04-14,1.247231,1.158231,1.127340
2016-04-15,1.245435,1.157958,1.126362
2016-04-18,1.245802,1.162612,1.129913
2016-04-19,1.248975,1.170121,1.139802
2016-04-20,1.255043,1.171967,1.137568
2016-04-21,1.251200,1.162924,1.128254
2016-04-22,1.232565,1.164740,1.127577
2016-04-25,1.233699,1.164921,1.126705
2016-04-26,1.228940,1.160007,1.125623
2016-04-27,1.214806,1.170227,1.125762
2016-04-28,1.193501,1.157251,1.113547
2016-04-29,1.184789,1.151494,1.109884
2016-05-02,1.191754,1.161783,1.117701
2016-05-03,1.190190,1.155510,1.108620
2016-05-04,1.178177,1.148397,1.100442
2016-05-05,1.182411,1.149069,1.099639
2016-05-06,1.184289,1.155635,1.104457
2016-05-09,1.185417,1.153896,1.100909
2016-05-10,1.199834,1.168323,1.115319
2016-05-11,1.191437,1.165932,1.107881
2016-05-12,1.183422,1.162357,1.106660
2016-05-13,1.211725,1.186925,1.106941
2016-05-16,1.234147,1.205578,1.120276
2016-05-17,1.227661,1.196734,1.113063
2016-05-18,1.235409,1.201895,1.116749
2016-05-19,1.231637,1.198088,1.109093
2016-05-20,1.243275,1.206142,1.113152
2016-05-23,1.241684,1.204666,1.112503
2016-05-24,1.261471,1.224102,1.126695
2016-05-25,1.267980,1.232258,1.135696
2016-05-26,1.268535,1.232798,1.133495
2016-05-27,1.273174,1.237461,1.138157
2016-05-31,1.275467,1.242961,1.137912
2016-06-01,1.275011,1.246991,1.139300
2016-06-02,1.282283,1.253575,1.142569
2016-06-03,1.280678,1.254218,1.141904
2016-06-06,1.287555,1.260140,1.149356
2016-06-07,1.286090,1.263314,1.151598
2016-06-08,1.292885,1.269054,1.157080
2016-06-09,1.305263,1.280247,1.161088
2016-06-10,1.293594,1.274104,1.154398
2016-06-13,1.285827,1.271156,1.146631
2016-06-14,1.286766,1.271097,1.143445
2016-06-15,1.286925,1.271380,1.143017
2016-06-16,1.293974,1.277043,1.149754
2016-06-17,1.279615,1.268712,1.143696
2016-06-20,1.289378,1.276972,1.149333
2016-06-21,1.290676,1.275941,1.153046
2016-06-22,1.288031,1.278673,1.151539
2016-06-23,1.303425,1.297638,1.166954
2016-06-24,1.263122,1.249740,1.122452
2016-06-27,1.254136,1.232779,1.106997
2016-06-28,1.273700,1.251435,1.125726
2016-06-29,1.288121,1.272322,1.143231
2016-06-30,1.303029,1.286978,1.158330
2016-07-01,1.300902,1.282626,1.158445
2016-07-05,1.306678,1.284247,1.153518
2016-07-06,1.313009,1.289174,1.158989
2016-07-07,1.315013,1.293487,1.157755
2016-07-08,1.332666,1.315783,1.176476
2016-07-11,1.338395,1.323702,1.181162
2016-07-12,1.342461,1.333092,1.191548
2016-07-13,1.345791,1.336589,1.195213
