,AAPL,MSFT,NVDA,JNJ,UNH,JPM,GS,PG,KO,XOM,CAT,HON,VZ,PLD,LIN
2015-01-31,0.1357,0.0929,0.0777,0.2000,0.2000,0.0000,0.0000,0.0937,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000
2015-02-28,0.1456,0.1041,0.1210,0.2000,0.2000,0.0000,0.0000,0.0293,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000
2015-03-31,0.1627,0.0908,0.1249,0.2000,0.2000,0.0000,0.0000,0.0216,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000
2015-04-30,0.1325,0.1859,0.1281,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1536,0.0000,0.0000,0.0000
2015-05-31,0.1448,0.1443,0.1108,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000
2015-06-30,0.1474,0.1267,0.0609,0.2000,0.2000,0.0436,0.0214,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000
2015-07-31,0.1153,0.1701,0.0434,0.2000,0.2000,0.0712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000
2015-08-31,0.0732,0.1453,0.1816,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000
2015-09-30,0.0608,0.1820,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1571,0.0000,0.0000,0.0000
2015-10-31,0.0572,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1428,0.0000,0.0000,0.0000
2015-11-30,0.0449,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1551,0.0000,0.0000,0.0000
2015-12-31,0.0000,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000
2016-01-31,0.0677,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1008,0.0316,0.0000,0.0000
2016-02-29,0.1165,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0141,0.0000,0.0000,0.0695,0.0000,0.0000,0.0000
2016-03-31,0.1816,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0025,0.0000,0.0000,0.0159,0.0000,0.0000,0.0000
2016-04-30,0.1291,0.0709,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000
2016-05-31,0.1509,0.0739,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0405,0.0000,0.0000,0.1347,0.0000,0.0000,0.0000
2016-06-30,0.1802,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0688,0.0000,0.0000,0.0632,0.0550,0.0327,0.0000
2016-07-31,0.1137,0.1646,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1217,0.0000
2016-08-31,0.0647,0.1353,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000
2016-09-30,0.1321,0.1476,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1203,0.0000
2016-10-31,0.1038,0.1950,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1012,0.0000
2016-11-30,0.0539,0.1558,0.2000,0.1660,0.2000,0.0346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1897,0.0000
2016-12-31,0.0396,0.1279,0.2000,0.2000,0.2000,0.0405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0223,0.1697,0.0000
2017-01-31,0.1522,0.1385,0.2000,0.2000,0.2000,0.0271,0.0000,0.0161,0.0585,0.0000,0.0000,0.0000,0.0000,0.0076,0.0000
2017-02-28,0.1954,0.0786,0.2000,0.2000,0.2000,0.0823,0.0000,0.0157,0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2017-03-31,0.2000,0.0915,0.2000,0.2000,0.2000,0.0027,0.0000,0.0000,0.0630,0.0000,0.0000,0.0000,0.0000,0.0428,0.0000
2017-04-30,0.1623,0.1325,0.2000,0.1349,0.2000,0.0619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0178,0.0000,0.0908,0.0000
2017-05-31,0.1260,0.1077,0.2000,0.1933,0.2000,0.0000,0.0000,0.0000,0.0733,0.0000,0.0000,0.0341,0.0000,0.0656,0.0000
2017-06-30,0.0583,0.0679,0.2000,0.2000,0.2000,0.0797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0346,0.0000,0.1595,0.0000
2017-07-31,0.0086,0.0546,0.2000,0.2000,0.2000,0.0349,0.0000,0.0000,0.1353,0.0000,0.0000,0.0371,0.0000,0.1294,0.0000
2017-08-31,0.0614,0.0421,0.2000,0.2000,0.2000,0.0166,0.0000,0.0000,0.0216,0.0000,0.0000,0.0583,0.0000,0.2000,0.0000
2017-09-30,0.0211,0.0185,0.2000,0.1252,0.2000,0.0495,0.0000,0.0000,0.0155,0.0000,0.0000,0.1703,0.0000,0.2000,0.0000
2017-10-31,0.0000,0.0824,0.2000,0.1816,0.2000,0.0677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0907,0.0000,0.1775,0.0000
2017-11-30,0.0000,0.0466,0.2000,0.1390,0.2000,0.0893,0.0000,0.0000,0.0000,0.0000,0.0000,0.1592,0.0000,0.1658,0.0000
2017-12-31,0.0000,0.0623,0.2000,0.2000,0.2000,0.0377,0.0000,0.0000,0.0000,0.0000,0.1221,0.0588,0.0158,0.1033,0.0000
2018-01-31,0.0000,0.1926,0.2000,0.1310,0.2000,0.1360,0.0000,0.0000,0.0000,0.0000,0.1353,0.0000,0.0051,0.0000,0.0000
2018-02-28,0.0000,0.2000,0.2000,0.0563,0.2000,0.1503,0.0000,0.0000,0.0000,0.0000,0.1520,0.0000,0.0000,0.0413,0.0000
2018-03-31,0.0000,0.2000,0.2000,0.0622,0.2000,0.1189,0.0000,0.0000,0.0000,0.0000,0.1367,0.0000,0.0000,0.0822,0.0000
2018-04-30,0.0000,0.1356,0.2000,0.0813,0.2000,0.1020,0.0000,0.0000,0.0000,0.0000,0.0812,0.0000,0.0000,0.2000,0.0000
2018-05-31,0.0000,0.2000,0.2000,0.0222,0.2000,0.0231,0.0000,0.0000,0.0000,0.0000,0.1547,0.0000,0.0000,0.2000,0.0000
2018-06-30,0.0000,0.2000,0.2000,0.0952,0.2000,0.0000,0.0000,0.0000,0.0493,0.0000,0.0555,0.0000,0.0000,0.2000,0.0000
2018-07-31,0.0000,0.2000,0.2000,0.1173,0.2000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0991,0.0000,0.0000,0.1816,0.0000
2018-08-31,0.0697,0.2000,0.2000,0.1410,0.2000,0.0027,0.0000,0.0000,0.0000,0.0000,0.0225,0.0000,0.0000,0.1640,0.0000
2018-09-30,0.0295,0.1813,0.2000,0.1176,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1139,0.0468,0.0000,0.1108,0.0000
2018-10-31,0.0790,0.1049,0.2000,0.1615,0.2000,0.0579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0864,0.1102,0.0000
2018-11-30,0.0000,0.1121,0.1836,0.1453,0.2000,0.0000,0.0000,0.0259,0.0000,0.0000,0.0675,0.0000,0.1637,0.1021,0.0000
2018-12-31,0.0000,0.1056,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1271,0.0000,0.2000,0.0394,0.1279
2019-01-31,0.0000,0.0253,0.1825,0.0038,0.2000,0.1514,0.0000,0.0475,0.0000,0.0000,0.0806,0.0000,0.0000,0.2000,0.1088
2019-02-28,0.0000,0.1624,0.1556,0.0000,0.2000,0.1889,0.0000,0.0046,0.0000,0.0000,0.0049,0.0000,0.0000,0.2000,0.0837
2019-03-31,0.0000,0.1921,0.1777,0.0000,0.2000,0.1663,0.0000,0.0640,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000
2019-04-30,0.0663,0.2000,0.1283,0.0000,0.0949,0.2000,0.0000,0.1106,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000
2019-05-31,0.0000,0.2000,0.0655,0.0000,0.2000,0.1480,0.0000,0.0973,0.0000,0.0000,0.0000,0.0000,0.0000,0.1802,0.1090
2019-06-30,0.0620,0.2000,0.0531,0.0000,0.0799,0.2000,0.0000,0.0948,0.0000,0.0000,0.0000,0.0000,0.0000,0.1752,0.1350
2019-07-31,0.1000,0.2000,0.0291,0.0000,0.1169,0.2000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0082,0.0000,0.0880,0.0578
2019-08-31,0.0843,0.2000,0.0218,0.0000,0.1236,0.1777,0.0000,0.1895,0.0129,0.0000,0.0000,0.0000,0.0000,0.1662,0.0238
2019-09-30,0.0880,0.2000,0.0034,0.0000,0.0266,0.2000,0.0000,0.2000,0.0498,0.0000,0.0000,0.0000,0.0000,0.1629,0.0692
2019-10-31,0.0991,0.2000,0.0026,0.0000,0.0982,0.1983,0.0000,0.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.1997,0.0328
2019-11-30,0.1742,0.2000,0.0000,0.0000,0.0913,0.0883,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0462
2019-12-31,0.2000,0.2000,0.0000,0.0000,0.1018,0.0000,0.0000,0.2000,0.0165,0.0000,0.0000,0.0000,0.0000,0.1606,0.1211
2020-01-31,0.2000,0.2000,0.0000,0.0000,0.0424,0.0000,0.0000,0.1244,0.1734,0.0000,0.0000,0.0000,0.0000,0.2000,0.0598
2020-02-29,0.1515,0.2000,0.0334,0.0000,0.0490,0.0000,0.0000,0.0140,0.2000,0.0000,0.0000,0.0000,0.0000,0.2000,0.1520
