Date,Markowitz MVO,Random Forest,Equal Weight,Risk Parity
2015-09-04,-0.017662,-0.015773,-0.018712,-0.018443
2015-09-08,0.033259,0.023956,0.025297,0.024382
2015-09-09,-0.014202,-0.013086,-0.014196,-0.014281
2015-09-10,0.011064,0.007863,0.006427,0.006035
2015-09-11,0.006492,0.005072,0.003952,0.003875
2015-09-14,-0.001925,-0.002162,-0.001936,-0.001817
2015-09-15,0.014118,0.014908,0.014982,0.014783
2015-09-16,0.006024,0.010056,0.008751,0.008829
2015-09-17,0.002437,0.000543,-0.003688,-0.003451
2015-09-18,-0.011978,-0.009679,-0.015154,-0.014609
2015-09-21,0.006990,0.008391,0.007821,0.007497
2015-09-22,-0.012209,-0.010342,-0.011457,-0.011010
2015-09-23,-0.001312,-0.003657,-0.004304,-0.004520
2015-09-24,-0.002245,0.002732,-0.004300,-0.003171
2015-09-25,-0.009426,-0.001097,0.002044,0.002333
2015-09-28,-0.016414,-0.015143,-0.016283,-0.015180
2015-09-29,0.008550,0.004587,0.005038,0.005134
2015-09-30,0.019710,0.008929,0.013408,0.012135
2015-10-01,-0.002386,-0.001121,-0.001896,-0.002362
2015-10-02,0.017671,0.013107,0.013327,0.012858
2015-10-05,0.015126,0.020246,0.019590,0.019264
2015-10-06,-0.005493,-0.002370,0.000644,0.000374
2015-10-07,0.007308,0.005842,0.007043,0.007438
2015-10-08,0.004137,0.003647,0.006682,0.007001
2015-10-09,0.006315,0.004592,0.001266,0.001409
2015-10-12,0.008368,0.002872,0.002943,0.002731
2015-10-13,-0.000475,0.000654,-0.002660,-0.002858
2015-10-14,-0.001704,-0.003824,-0.003020,-0.002936
2015-10-15,0.005998,0.007928,0.010641,0.010432
2015-10-16,0.004758,-0.001604,0.002332,0.002456
2015-10-19,0.001489,0.001425,0.000139,0.000091
2015-10-20,0.002086,0.004072,0.004246,0.004112
2015-10-21,-0.008107,-0.013232,-0.007977,-0.007392
2015-10-22,0.013002,0.013194,0.019287,0.019352
2015-10-23,0.029646,0.015299,0.015922,0.014566
2015-10-26,0.001062,-0.004822,-0.002141,-0.002448
2015-10-27,0.002278,-0.001500,-0.002371,-0.002285
2015-10-28,0.009057,0.014641,0.011728,0.010485
2015-10-29,-0.007168,0.005321,-0.001204,0.000022
2015-10-30,-0.001959,-0.009684,-0.003544,-0.003737
2015-11-02,0.010602,0.009934,0.011834,0.010981
2015-11-03,0.000322,0.001064,0.002418,0.002177
2015-11-04,-0.008260,-0.010757,-0.004623,-0.004624
2015-11-05,0.001024,0.000910,0.000019,0.000137
2015-11-06,0.026990,0.024024,0.009290,0.005857
2015-11-09,-0.008476,-0.009344,-0.012133,-0.011832
2015-11-10,-0.005277,-0.005061,-0.001227,-0.000748
2015-11-11,-0.002506,-0.005986,-0.001422,-0.000915
