,AAPL,MSFT,NVDA,JNJ,UNH,JPM,GS,PG,KO,XOM,CAT,HON,VZ,PLD,LIN
2018-03-31,0.0000,0.0000,0.0422,0.0000,0.0000,0.0000,0.0000,0.5022,0.0000,0.0000,0.4556,0.0000,0.0000,0.0000,0.0000
2018-06-30,0.0000,0.0000,0.1104,0.0000,0.0000,0.0000,0.0526,0.8369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2018-09-30,0.1197,0.0000,0.0000,0.0000,0.0491,0.0000,0.0000,0.3342,0.3209,0.0084,0.0000,0.1677,0.0000,0.0000,0.0000
2018-12-31,0.4487,0.0000,0.0000,0.1737,0.0000,0.3776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2019-03-31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3987,0.0000,0.6013,0.0000,0.0000
2019-06-30,0.1832,0.0000,0.0000,0.0000,0.1591,0.0000,0.0000,0.1261,0.0000,0.0000,0.0000,0.1156,0.4160,0.0000,0.0000
2019-09-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7875,0.0423,0.0000,0.1701,0.0000,0.0000
2019-12-31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000,0.9085,0.0000,0.0000,0.0000,0.0710,0.0000
2020-03-31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9523,0.0000,0.0000,0.0477,0.0000,0.0000
2020-06-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2020-09-30,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,0.0000,0.0000,0.0000,0.0000,0.0000
2020-12-31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2021-03-31,0.0709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2670,0.0000,0.0000,0.6621,0.0000,0.0000
2021-06-30,0.1265,0.0000,0.1001,0.0000,0.0000,0.0000,0.1697,0.2304,0.0000,0.0000,0.0000,0.0000,0.0601,0.3132,0.0000
2021-09-30,0.1410,0.0000,0.0100,0.0000,0.0000,0.1095,0.0000,0.0000,0.0000,0.0000,0.1552,0.0000,0.5843,0.0000,0.0000
2021-12-31,0.0000,0.1136,0.0000,0.5219,0.0232,0.0000,0.0416,0.0000,0.0293,0.0607,0.0000,0.0000,0.0000,0.0000,0.2096
2022-03-31,0.0000,0.2714,0.0000,0.0000,0.0345,0.0000,0.0884,0.1262,0.0000,0.1769,0.0000,0.0000,0.0527,0.1681,0.0819
2022-06-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9020,0.0980,0.0000,0.0000
2022-09-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
2022-12-31,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2023-03-31,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2023-06-30,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2023-09-30,0.0000,0.0000,0.0284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4317,0.5400,0.0000,0.0000
2023-12-31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4084,0.0000,0.0000,0.0000,0.5916,0.0000
2024-03-31,0.0000,0.0000,0.5767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4233,0.0000,0.0000
2024-06-30,0.0000,0.0000,0.0982,0.6829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1561,0.0000,0.0000,0.0628,0.0000
2024-09-30,0.0000,0.0000,0.6076,0.0000,0.3924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
